sku_id,forecast_date,forecast_units,model
SKU046,04-01-2026,198,seasonal_naive
SKU046,11-01-2026,198,seasonal_naive
SKU047,21-12-2025,228,seasonal_naive
SKU047,28-12-2025,261,seasonal_naive
SKU047,04-01-2026,45,seasonal_naive
SKU047,11-01-2026,189,seasonal_naive
SKU048,21-12-2025,124,seasonal_naive
SKU048,28-12-2025,151,seasonal_naive
SKU048,04-01-2026,22,seasonal_naive
SKU048,11-01-2026,99,seasonal_naive
SKU049,21-12-2025,65,seasonal_naive
SKU049,28-12-2025,65,seasonal_naive
SKU049,04-01-2026,65,seasonal_naive
SKU049,11-01-2026,65,seasonal_naive
SKU050,21-12-2025,111,seasonal_naive
SKU050,28-12-2025,111,seasonal_naive
SKU050,04-01-2026,111,seasonal_naive
SKU050,11-01-2026,111,seasonal_naive
SKU051,21-12-2025,211,seasonal_naive
SKU051,28-12-2025,157,seasonal_naive
SKU051,04-01-2026,309,seasonal_naive
SKU051,11-01-2026,39,seasonal_naive
SKU052,21-12-2025,64,seasonal_naive
SKU052,28-12-2025,76,seasonal_naive
SKU052,04-01-2026,10,seasonal_naive
SKU052,11-01-2026,62,seasonal_naive
SKU053,21-12-2025,184,seasonal_naive
SKU053,28-12-2025,28,seasonal_naive
SKU053,04-01-2026,148,seasonal_naive
SKU053,11-01-2026,56,seasonal_naive
SKU054,21-12-2025,71,seasonal_naive
SKU054,28-12-2025,71,seasonal_naive
SKU054,04-01-2026,71,seasonal_naive
SKU054,11-01-2026,71,seasonal_naive
SKU055,21-12-2025,148,seasonal_naive
SKU055,28-12-2025,148,seasonal_naive
SKU055,04-01-2026,148,seasonal_naive
SKU055,11-01-2026,148,seasonal_naive
SKU056,21-12-2025,228,seasonal_naive
SKU056,28-12-2025,201,seasonal_naive
SKU056,04-01-2026,33,seasonal_naive
SKU056,11-01-2026,167,seasonal_naive
SKU057,21-12-2025,209,seasonal_naive
SKU057,28-12-2025,243,seasonal_naive
SKU057,04-01-2026,35,seasonal_naive
SKU057,11-01-2026,195,seasonal_naive
SKU058,21-12-2025,37,seasonal_naive
SKU058,28-12-2025,93,seasonal_naive
SKU058,04-01-2026,70,seasonal_naive
SKU058,11-01-2026,57,seasonal_naive
SKU059,21-12-2025,231,seasonal_naive
SKU059,28-12-2025,231,seasonal_naive
SKU059,04-01-2026,231,seasonal_naive
SKU059,11-01-2026,231,seasonal_naive
SKU060,21-12-2025,142,seasonal_naive
SKU060,28-12-2025,142,seasonal_naive
SKU060,04-01-2026,142,seasonal_naive
SKU060,11-01-2026,142,seasonal_naive
SKU061,21-12-2025,98,seasonal_naive
SKU061,28-12-2025,98,seasonal_naive
SKU061,04-01-2026,98,seasonal_naive
SKU061,11-01-2026,98,seasonal_naive
SKU062,21-12-2025,85,seasonal_naive
SKU062,28-12-2025,188,seasonal_naive
SKU062,04-01-2026,174,seasonal_naive
SKU062,11-01-2026,133,seasonal_naive
SKU063,21-12-2025,133,seasonal_naive
SKU063,28-12-2025,92,seasonal_naive
SKU063,04-01-2026,165,seasonal_naive
SKU063,11-01-2026,42,seasonal_naive
SKU064,21-12-2025,117,seasonal_naive
SKU064,28-12-2025,117,seasonal_naive
SKU064,04-01-2026,117,seasonal_naive
SKU064,11-01-2026,117,seasonal_naive
SKU065,21-12-2025,162,seasonal_naive
SKU065,28-12-2025,162,seasonal_naive
SKU065,04-01-2026,162,seasonal_naive
SKU065,11-01-2026,162,seasonal_naive
SKU066,21-12-2025,78,seasonal_naive
SKU066,28-12-2025,78,seasonal_naive
SKU066,04-01-2026,78,seasonal_naive
SKU066,11-01-2026,78,seasonal_naive
SKU067,21-12-2025,89,seasonal_naive
SKU067,28-12-2025,89,seasonal_naive
SKU067,04-01-2026,89,seasonal_naive
SKU067,11-01-2026,89,seasonal_naive
SKU068,21-12-2025,120,seasonal_naive
SKU068,28-12-2025,142,seasonal_naive
SKU068,04-01-2026,23,seasonal_naive
SKU068,11-01-2026,124,seasonal_naive
SKU069,21-12-2025,90,seasonal_naive
SKU069,28-12-2025,90,seasonal_naive
SKU069,04-01-2026,90,seasonal_naive
SKU069,11-01-2026,90,seasonal_naive
SKU070,21-12-2025,53,seasonal_naive
SKU070,28-12-2025,134,seasonal_naive
SKU070,04-01-2026,93,seasonal_naive
SKU070,11-01-2026,78,seasonal_naive
SKU071,21-12-2025,152,seasonal_naive
SKU071,28-12-2025,152,seasonal_naive
SKU071,04-01-2026,152,seasonal_naive
SKU071,11-01-2026,152,seasonal_naive
SKU072,21-12-2025,207,seasonal_naive
SKU072,28-12-2025,203,seasonal_naive
SKU072,04-01-2026,43,seasonal_naive
SKU072,11-01-2026,185,seasonal_naive
SKU073,21-12-2025,179,seasonal_naive
SKU073,28-12-2025,179,seasonal_naive
SKU073,04-01-2026,179,seasonal_naive
SKU073,11-01-2026,179,seasonal_naive
SKU074,21-12-2025,212,seasonal_naive
SKU074,28-12-2025,212,seasonal_naive
SKU074,04-01-2026,212,seasonal_naive
SKU074,11-01-2026,212,seasonal_naive
SKU075,21-12-2025,184,seasonal_naive
SKU075,28-12-2025,184,seasonal_naive
SKU075,04-01-2026,184,seasonal_naive
SKU075,11-01-2026,184,seasonal_naive
SKU076,21-12-2025,227,seasonal_naive
SKU076,28-12-2025,23,seasonal_naive
SKU076,04-01-2026,194,seasonal_naive
SKU076,11-01-2026,82,seasonal_naive
SKU077,21-12-2025,79,seasonal_naive
SKU077,28-12-2025,66,seasonal_naive
SKU077,04-01-2026,100,seasonal_naive
SKU077,11-01-2026,28,seasonal_naive
SKU078,21-12-2025,138,seasonal_naive
SKU078,28-12-2025,40,seasonal_naive
SKU078,04-01-2026,97,seasonal_naive
SKU078,11-01-2026,113,seasonal_naive
SKU079,21-12-2025,148,seasonal_naive
SKU079,28-12-2025,21,seasonal_naive
SKU079,04-01-2026,161,seasonal_naive
SKU079,11-01-2026,50,seasonal_naive
SKU080,21-12-2025,57,seasonal_naive
SKU080,28-12-2025,19,seasonal_naive
SKU080,04-01-2026,44,seasonal_naive
SKU080,11-01-2026,42,seasonal_naive
SKU081,21-12-2025,150,seasonal_naive
SKU081,28-12-2025,150,seasonal_naive
SKU081,04-01-2026,150,seasonal_naive
SKU081,11-01-2026,150,seasonal_naive
SKU082,21-12-2025,168,seasonal_naive
SKU082,28-12-2025,21,seasonal_naive
SKU082,04-01-2026,135,seasonal_naive
SKU082,11-01-2026,50,seasonal_naive
SKU083,21-12-2025,258,seasonal_naive
SKU083,28-12-2025,73,seasonal_naive
SKU083,04-01-2026,174,seasonal_naive
SKU083,11-01-2026,196,seasonal_naive
SKU084,21-12-2025,247,seasonal_naive
SKU084,28-12-2025,247,seasonal_naive
SKU084,04-01-2026,247,seasonal_naive
SKU084,11-01-2026,247,seasonal_naive
SKU085,21-12-2025,152,seasonal_naive
SKU085,28-12-2025,152,seasonal_naive
SKU085,04-01-2026,152,seasonal_naive
SKU085,11-01-2026,152,seasonal_naive
SKU086,21-12-2025,20,seasonal_naive
SKU086,28-12-2025,118,seasonal_naive
SKU086,04-01-2026,44,seasonal_naive
SKU086,11-01-2026,71,seasonal_naive
SKU087,21-12-2025,6,seasonal_naive
SKU087,28-12-2025,50,seasonal_naive
SKU087,04-01-2026,14,seasonal_naive
SKU087,11-01-2026,28,seasonal_naive
SKU088,21-12-2025,225,seasonal_naive
SKU088,28-12-2025,225,seasonal_naive
SKU088,04-01-2026,225,seasonal_naive
SKU088,11-01-2026,225,seasonal_naive
SKU089,21-12-2025,223,seasonal_naive
SKU089,28-12-2025,223,seasonal_naive
SKU089,04-01-2026,223,seasonal_naive
SKU089,11-01-2026,223,seasonal_naive
SKU090,21-12-2025,85,seasonal_naive
SKU090,28-12-2025,85,seasonal_naive
SKU090,04-01-2026,85,seasonal_naive
SKU090,11-01-2026,85,seasonal_naive
SKU091,21-12-2025,184,seasonal_naive
SKU091,28-12-2025,221,seasonal_naive
SKU091,04-01-2026,33,seasonal_naive
SKU091,11-01-2026,147,seasonal_naive
SKU092,21-12-2025,41,seasonal_naive
SKU092,28-12-2025,43,seasonal_naive
SKU092,04-01-2026,61,seasonal_naive
SKU092,11-01-2026,16,seasonal_naive
SKU093,21-12-2025,70,seasonal_naive
SKU093,28-12-2025,64,seasonal_naive
SKU093,04-01-2026,12,seasonal_naive
SKU093,11-01-2026,46,seasonal_naive
SKU094,21-12-2025,30,seasonal_naive
SKU094,28-12-2025,80,seasonal_naive
SKU094,04-01-2026,71,seasonal_naive
SKU094,11-01-2026,57,seasonal_naive
SKU095,21-12-2025,89,seasonal_naive
SKU095,28-12-2025,89,seasonal_naive
SKU095,04-01-2026,89,seasonal_naive
SKU095,11-01-2026,89,seasonal_naive
SKU096,21-12-2025,211,seasonal_naive
SKU096,28-12-2025,211,seasonal_naive
SKU096,04-01-2026,211,seasonal_naive
SKU096,11-01-2026,211,seasonal_naive
SKU097,21-12-2025,175,seasonal_naive
SKU097,28-12-2025,175,seasonal_naive
SKU097,04-01-2026,175,seasonal_naive
SKU097,11-01-2026,175,seasonal_naive
SKU098,21-12-2025,21,seasonal_naive
SKU098,28-12-2025,141,seasonal_naive
SKU098,04-01-2026,41,seasonal_naive
SKU098,11-01-2026,83,seasonal_naive
SKU099,21-12-2025,260,seasonal_naive
SKU099,28-12-2025,35,seasonal_naive
SKU099,04-01-2026,205,seasonal_naive
SKU099,11-01-2026,75,seasonal_naive
SKU100,21-12-2025,213,seasonal_naive
SKU100,28-12-2025,213,seasonal_naive
SKU100,04-01-2026,213,seasonal_naive
SKU100,11-01-2026,213,seasonal_naive
