date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-01-19,SKU051,40,121874.0,3046.85,0
2024-01-19,SKU062,33,273761.4,8295.8,0
2024-01-19,SKU063,21,53844.0,2564.0,0
2024-01-19,SKU077,16,80078.72,5004.92,0
2024-01-19,SKU092,10,67431.2,6743.12,0
2024-01-20,SKU019,13,72747.22,5595.94,0
2024-01-20,SKU051,37,113272.91,3061.43,0
2024-01-20,SKU062,40,338134.4,8453.36,0
2024-01-20,SKU063,25,64180.5,2567.22,0
2024-01-20,SKU077,17,85081.43,5004.79,0
2024-01-20,SKU092,11,73061.34,6641.94,0
2024-01-21,SKU019,10,57400.6,5740.06,0
2024-01-21,SKU051,49,151232.13,3086.37,0
2024-01-21,SKU062,32,262110.72,8190.96,0
2024-01-21,SKU063,32,84463.04,2639.47,0
2024-01-21,SKU077,17,85051.68,5003.04,0
2024-01-21,SKU092,10,67639.6,6763.96,0
2024-01-22,SKU019,11,60785.78,5525.98,0
2024-01-22,SKU051,36,106930.8,2970.3,0
2024-01-22,SKU058,12,37665.84,3138.82,0
2024-01-22,SKU062,24,196462.08,8185.92,0
2024-01-22,SKU063,24,63219.84,2634.16,0
2024-01-22,SKU077,15,72292.35,4819.49,0
2024-01-22,SKU092,11,72569.2,6597.2,0
2024-01-23,SKU019,9,49970.43,5552.27,0
2024-01-23,SKU051,29,89526.77,3087.13,0
2024-01-23,SKU058,16,50090.88,3130.68,0
2024-01-23,SKU062,38,310580.46,8173.17,0
2024-01-23,SKU063,28,73065.44,2609.48,0
2024-01-23,SKU077,17,82366.7,4845.1,0
2024-01-23,SKU092,7,47975.62,6853.66,0
2024-01-24,SKU019,8,45562.32,5695.29,0
2024-01-24,SKU051,42,125276.76,2982.78,0
2024-01-24,SKU058,15,45048.15,3003.21,0
2024-01-24,SKU062,38,317651.88,8359.26,0
2024-01-24,SKU063,22,57361.92,2607.36,0
2024-01-24,SKU077,18,89523.9,4973.55,0
2024-01-24,SKU092,8,54915.28,6864.41,0
2024-01-25,SKU019,8,45289.6,5661.2,0
2024-01-25,SKU051,36,110439.36,3067.76,0
2024-01-25,SKU058,10,30897.1,3089.71,0
2024-01-25,SKU062,32,273974.72,8561.71,0
2024-01-25,SKU063,24,61625.28,2567.72,0
2024-01-25,SKU077,12,58162.56,4846.88,0
2024-01-25,SKU092,6,40020.96,6670.16,0
2024-01-26,SKU019,10,56519.1,5651.91,0
2024-01-26,SKU051,48,146522.4,3052.55,0
2024-01-26,SKU058,14,43499.54,3107.11,0
2024-01-26,SKU062,47,391897.75,8338.25,0
2024-01-26,SKU063,28,74993.52,2678.34,0
2024-01-26,SKU070,23,188169.67,8181.29,0
2024-01-26,SKU077,21,101206.35,4819.35,0
2024-01-26,SKU092,7,46111.1,6587.3,0
2024-01-27,SKU019,10,55302.0,5530.2,0
2024-01-27,SKU051,55,165845.9,3015.38,0
2024-01-27,SKU058,19,58129.93,3059.47,0
2024-01-27,SKU062,28,231005.6,8250.2,0
2024-01-27,SKU063,25,66130.5,2645.22,0
2024-01-27,SKU070,35,295396.15,8439.89,0
2024-01-27,SKU077,18,90557.82,5030.99,0
2024-01-27,SKU092,11,71784.79,6525.89,0
2024-01-28,SKU019,14,78402.38,5600.17,0
2024-01-28,SKU051,38,113859.4,2996.3,0
2024-01-28,SKU058,11,33344.3,3031.3,0
2024-01-28,SKU062,42,356708.1,8493.05,0
2024-01-28,SKU063,31,80751.9,2604.9,0
2024-01-28,SKU070,22,178701.16,8122.78,0
2024-01-28,SKU077,13,63070.28,4851.56,0
2024-01-28,SKU092,10,67279.9,6727.99,0
2024-01-29,SKU019,10,57766.6,5776.66,0
2024-01-29,SKU051,43,127445.12,2963.84,0
2024-01-29,SKU058,15,45348.9,3023.26,0
2024-01-29,SKU062,32,272171.84,8505.37,0
2024-01-29,SKU063,22,58791.04,2672.32,0
2024-01-29,SKU070,20,163627.4,8181.37,0
2024-01-29,SKU077,13,63578.19,4890.63,0
2024-01-29,SKU092,9,60779.61,6753.29,0
2024-01-30,SKU019,9,50160.06,5573.34,0
2024-01-30,SKU051,46,138576.84,3012.54,0
2024-01-30,SKU058,12,37077.84,3089.82,0
2024-01-30,SKU062,35,291299.05,8322.83,0
2024-01-30,SKU063,27,69818.76,2585.88,0
2024-01-30,SKU070,25,203437.5,8137.5,0
2024-01-30,SKU077,16,77721.6,4857.6,0
2024-01-30,SKU092,7,47617.08,6802.44,0
2024-01-31,SKU019,10,55231.9,5523.19,0
2024-01-31,SKU051,42,125418.3,2986.15,0
2024-01-31,SKU058,16,48826.56,3051.66,0
2024-01-31,SKU062,26,218206.04,8392.54,0
2024-01-31,SKU063,22,56057.32,2548.06,0
2024-01-31,SKU070,24,196416.72,8184.03,0
2024-01-31,SKU077,12,60397.8,5033.15,0
2024-01-31,SKU092,9,58722.03,6524.67,0
2024-02-01,SKU019,10,57301.1,5730.11,0
2024-02-01,SKU051,43,132982.66,3092.62,0
2024-02-01,SKU058,16,48761.6,3047.6,0
2024-02-01,SKU062,33,282161.22,8550.34,0
2024-02-01,SKU063,25,63940.75,2557.63,0
2024-02-01,SKU070,20,166878.8,8343.94,0
2024-02-01,SKU077,13,63330.67,4871.59,0
2024-02-01,SKU092,7,48064.31,6866.33,0
2024-02-02,SKU019,12,68359.08,5696.59,0
2024-02-02,SKU051,46,135915.28,2954.68,0
2024-02-02,SKU058,13,38904.84,2992.68,0
2024-02-02,SKU062,27,224094.06,8299.78,0
2024-02-02,SKU063,17,43701.56,2570.68,0
2024-02-02,SKU070,24,203808.24,8492.01,0
2024-02-02,SKU077,14,68839.12,4917.08,0
2024-02-02,SKU092,7,47211.78,6744.54,0
2024-02-02,SKU094,15,62955.45,4197.03,0
2024-02-03,SKU019,10,58067.3,5806.73,0
2024-02-03,SKU051,54,165170.34,3058.71,0
2024-02-03,SKU058,16,49915.84,3119.74,0
2024-02-03,SKU062,45,371988.45,8266.41,0
2024-02-03,SKU063,23,58693.01,2551.87,0
2024-02-03,SKU070,23,192010.44,8348.28,0
2024-02-03,SKU077,20,100366.0,5018.3,0
2024-02-03,SKU092,10,67066.3,6706.63,0
2024-02-03,SKU094,11,47940.86,4358.26,0
2024-02-04,SKU019,13,72654.53,5588.81,0
2024-02-04,SKU051,46,139223.6,3026.6,0
2024-02-04,SKU058,20,61526.2,3076.31,0
2024-02-04,SKU062,39,319778.94,8199.46,0
2024-02-04,SKU063,25,66929.5,2677.18,0
2024-02-04,SKU070,34,278939.06,8204.09,0
2024-02-04,SKU077,17,85456.11,5026.83,0
2024-02-04,SKU092,9,61675.92,6852.88,0
2024-02-04,SKU094,12,50179.08,4181.59,0
2024-02-05,SKU019,8,45177.6,5647.2,0
2024-02-05,SKU029,8,68666.48,8583.31,0
2024-02-05,SKU051,45,138735.9,3083.02,0
2024-02-05,SKU058,14,42238.0,3017.0,0
2024-02-05,SKU062,35,286807.5,8194.5,0
2024-02-05,SKU063,26,66557.66,2559.91,0
2024-02-05,SKU070,20,163548.8,8177.44,0
2024-02-05,SKU077,11,55026.95,5002.45,0
2024-02-05,SKU092,9,61380.81,6820.09,0
2024-02-05,SKU094,17,73360.95,4315.35,0
2024-02-06,SKU019,11,60885.77,5535.07,0
2024-02-06,SKU029,9,77422.05,8602.45,0
2024-02-06,SKU051,39,115269.57,2955.63,0
2024-02-06,SKU058,17,50883.72,2993.16,0
2024-02-06,SKU062,29,239710.81,8265.89,0
2024-02-06,SKU063,23,59232.59,2575.33,0
2024-02-06,SKU070,23,193677.71,8420.77,0
2024-02-06,SKU077,11,54180.39,4925.49,0
2024-02-06,SKU092,7,46750.13,6678.59,0
2024-02-06,SKU094,14,61418.98,4387.07,0
2024-02-07,SKU019,7,39186.21,5598.03,0
2024-02-07,SKU029,8,66931.52,8366.44,0
2024-02-07,SKU051,40,118861.2,2971.53,0
2024-02-07,SKU058,16,48337.76,3021.11,0
2024-02-07,SKU062,25,209450.5,8378.02,0
2024-02-07,SKU063,16,41816.0,2613.5,0
2024-02-07,SKU070,19,156947.22,8260.38,0
2024-02-07,SKU077,15,74977.65,4998.51,0
2024-02-07,SKU092,6,40452.06,6742.01,0
2024-02-07,SKU094,17,72551.24,4267.72,0
2024-02-08,SKU019,10,56571.0,5657.1,0
2024-02-08,SKU029,8,68562.24,8570.28,0
2024-02-08,SKU051,34,101878.62,2996.43,0
2024-02-08,SKU058,16,50251.2,3140.7,0
2024-02-08,SKU062,34,285267.14,8390.21,0
2024-02-08,SKU063,27,70822.62,2623.06,0
2024-02-08,SKU070,21,177705.78,8462.18,0
2024-02-08,SKU077,15,72744.45,4849.63,0
2024-02-08,SKU092,8,54134.4,6766.8,0
2024-02-08,SKU094,13,55484.52,4268.04,0
2024-02-09,SKU019,12,68656.44,5721.37,0
2024-02-09,SKU029,8,67014.16,8376.77,0
2024-02-09,SKU051,38,114904.78,3023.81,0
2024-02-09,SKU058,14,42189.7,3013.55,0
2024-02-09,SKU062,35,295836.1,8452.46,0
2024-02-09,SKU063,26,66993.42,2576.67,0
2024-02-09,SKU070,20,167036.0,8351.8,0
2024-02-09,SKU077,19,94020.17,4948.43,0
2024-02-09,SKU092,5,32647.45,6529.49,0
2024-02-09,SKU094,13,56153.76,4319.52,0
2024-02-10,SKU018,19,44530.11,2343.69,0
2024-02-10,SKU019,11,62136.47,5648.77,0
2024-02-10,SKU029,9,76198.95,8466.55,0
2024-02-10,SKU051,56,166924.24,2980.79,0
2024-02-10,SKU058,19,57665.19,3035.01,0
2024-02-10,SKU062,36,302907.24,8414.09,0
2024-02-10,SKU063,36,91814.76,2550.41,0
2024-02-10,SKU070,27,228237.21,8453.23,0
2024-02-10,SKU077,14,70184.1,5013.15,0
2024-02-10,SKU092,9,60332.76,6703.64,0
2024-02-10,SKU094,15,65883.45,4392.23,0
2024-02-11,SKU018,18,43642.44,2424.58,0
2024-02-11,SKU019,11,63610.25,5782.75,0
2024-02-11,SKU029,11,93914.7,8537.7,0
2024-02-11,SKU051,41,125118.88,3051.68,0
2024-02-11,SKU058,18,56416.32,3134.24,0
2024-02-11,SKU062,40,340632.4,8515.81,0
2024-02-11,SKU063,23,58849.41,2558.67,0
2024-02-11,SKU070,18,148365.36,8242.52,0
2024-02-11,SKU077,16,77093.6,4818.35,0
2024-02-11,SKU092,10,65923.1,6592.31,0
2024-02-11,SKU094,14,59915.24,4279.66,0
2024-02-12,SKU018,17,41576.73,2445.69,0
2024-02-12,SKU019,9,49743.81,5527.09,0
2024-02-12,SKU029,8,68482.56,8560.32,0
2024-02-12,SKU051,41,125861.8,3069.8,0
2024-02-12,SKU058,16,47902.72,2993.92,0
2024-02-12,SKU062,32,265016.32,8281.76,0
2024-02-12,SKU063,24,63346.8,2639.45,0
2024-02-12,SKU070,17,140315.79,8253.87,0
2024-02-12,SKU077,12,57965.4,4830.45,0
2024-02-12,SKU092,8,52528.16,6566.02,0
2024-02-12,SKU094,13,54521.22,4193.94,0
2024-02-13,SKU018,10,24406.7,2440.67,0
2024-02-13,SKU019,11,62760.72,5705.52,0
2024-02-13,SKU029,11,92392.63,8399.33,0
2024-02-13,SKU051,41,123218.12,3005.32,0
2024-02-13,SKU058,15,46791.0,3119.4,0
2024-02-13,SKU062,39,323856.39,8304.01,0
2024-02-13,SKU063,25,63994.5,2559.78,0
2024-02-13,SKU070,25,213363.25,8534.53,0
2024-02-13,SKU077,13,63865.36,4912.72,0
2024-02-13,SKU092,10,65327.2,6532.72,0
2024-02-13,SKU094,13,56769.05,4366.85,0
2024-02-14,SKU018,17,39877.41,2345.73,0
2024-02-14,SKU019,8,45273.04,5659.13,0
2024-02-14,SKU029,9,77716.71,8635.19,0
2024-02-14,SKU051,46,141961.06,3086.11,0
2024-02-14,SKU058,12,36150.36,3012.53,0
2024-02-14,SKU062,23,190702.89,8291.43,0
2024-02-14,SKU063,22,56618.1,2573.55,0
2024-02-14,SKU070,22,186272.02,8466.91,0
2024-02-14,SKU077,15,73664.85,4910.99,0
2024-02-14,SKU092,10,66086.1,6608.61,0
2024-02-14,SKU094,18,76066.02,4225.89,0
2024-02-15,SKU018,16,38367.36,2397.96,0
2024-02-15,SKU019,11,63897.02,5808.82,0
2024-02-15,SKU029,10,85992.2,8599.22,0
2024-02-15,SKU051,30,90115.5,3003.85,0
2024-02-15,SKU058,18,54995.4,3055.3,0
2024-02-15,SKU062,40,327717.2,8192.93,0
2024-02-15,SKU063,19,50435.88,2654.52,0
2024-02-15,SKU070,24,203280.96,8470.04,0
2024-02-15,SKU077,15,74224.5,4948.3,0
2024-02-15,SKU092,10,67723.1,6772.31,0
2024-02-15,SKU094,12,52559.04,4379.92,0
2024-02-16,SKU018,19,45488.85,2394.15,0
2024-02-16,SKU019,7,39920.65,5702.95,0
2024-02-16,SKU029,8,68840.8,8605.1,0
2024-02-16,SKU051,47,141166.85,3003.55,0
2024-02-16,SKU058,17,52284.52,3075.56,0
2024-02-16,SKU062,33,278235.54,8431.38,0
2024-02-16,SKU063,20,52987.0,2649.35,0
2024-02-16,SKU070,20,170153.2,8507.66,0
2024-02-16,SKU077,14,67313.54,4808.11,0
2024-02-16,SKU078,20,101861.2,5093.06,0
2024-02-16,SKU092,9,60059.97,6673.33,0
2024-02-16,SKU094,14,61379.22,4384.23,0
2024-02-17,SKU018,22,53811.78,2445.99,0
2024-02-17,SKU019,13,72448.22,5572.94,0
2024-02-17,SKU029,10,84357.1,8435.71,0
2024-02-17,SKU051,46,139260.4,3027.4,0
2024-02-17,SKU058,22,66904.86,3041.13,0
2024-02-17,SKU062,35,295184.05,8433.83,0
2024-02-17,SKU063,31,81173.81,2618.51,0
2024-02-17,SKU070,25,203444.5,8137.78,0
2024-02-17,SKU077,22,109986.14,4999.37,0
2024-02-17,SKU078,33,165322.74,5009.78,0
2024-02-17,SKU083,44,105582.4,2399.6,0
2024-02-17,SKU092,10,68235.7,6823.57,0
2024-02-17,SKU094,12,51355.68,4279.64,0
2024-02-18,SKU018,21,51056.88,2431.28,0
2024-02-18,SKU019,10,56786.3,5678.63,0
2024-02-18,SKU029,11,91858.03,8350.73,0
2024-02-18,SKU051,44,130972.6,2976.65,0
2024-02-18,SKU058,19,57815.1,3042.9,0
2024-02-18,SKU062,43,353828.08,8228.56,0
2024-02-18,SKU063,31,79799.58,2574.18,0
2024-02-18,SKU070,23,189870.52,8255.24,0
2024-02-18,SKU077,14,69998.88,4999.92,0
2024-02-18,SKU078,33,160703.07,4869.79,0
2024-02-18,SKU083,44,106931.88,2430.27,0
2024-02-18,SKU092,10,65297.4,6529.74,0
2024-02-18,SKU094,21,89278.14,4251.34,0
2024-02-19,SKU018,16,38227.04,2389.19,0
2024-02-19,SKU019,8,46256.32,5782.04,0
2024-02-19,SKU029,12,103797.6,8649.8,0
2024-02-19,SKU051,38,118070.18,3107.11,0
2024-02-19,SKU058,13,39067.21,3005.17,0
2024-02-19,SKU062,32,265202.88,8287.59,0
2024-02-19,SKU063,23,60687.57,2638.59,0
2024-02-19,SKU070,23,195997.49,8521.63,0
2024-02-19,SKU077,20,98773.6,4938.68,0
2024-02-19,SKU078,21,104719.86,4986.66,0
2024-02-19,SKU083,34,81384.1,2393.65,0
2024-02-19,SKU092,9,59502.06,6611.34,0
2024-02-19,SKU094,14,61412.4,4386.6,0
2024-02-20,SKU018,14,34165.46,2440.39,0
2024-02-20,SKU019,9,50929.29,5658.81,0
2024-02-20,SKU029,9,75643.11,8404.79,0
2024-02-20,SKU051,43,130494.68,3034.76,0
2024-02-20,SKU058,13,40240.2,3095.4,0
2024-02-20,SKU062,34,290573.52,8546.28,0
2024-02-20,SKU063,29,75480.91,2602.79,0
2024-02-20,SKU070,20,168297.6,8414.88,0
2024-02-20,SKU077,14,69458.9,4961.35,0
2024-02-20,SKU078,15,76456.65,5097.11,0
2024-02-20,SKU083,37,88594.28,2394.44,0
2024-02-20,SKU092,10,66043.3,6604.33,0
2024-02-20,SKU094,8,34104.8,4263.1,0
2024-02-21,SKU018,18,44100.0,2450.0,0
2024-02-21,SKU019,12,68658.84,5721.57,0
2024-02-21,SKU029,8,69462.96,8682.87,0
2024-02-21,SKU051,39,117375.18,3009.62,0
2024-02-21,SKU058,15,45954.15,3063.61,0
2024-02-21,SKU062,30,245586.6,8186.22,0
2024-02-21,SKU063,22,56857.9,2584.45,0
2024-02-21,SKU070,21,172336.29,8206.49,0
2024-02-21,SKU077,12,60435.48,5036.29,0
2024-02-21,SKU078,23,113281.21,4925.27,0
2024-02-21,SKU083,25,59938.75,2397.55,0
2024-02-21,SKU092,6,41047.2,6841.2,0
2024-02-21,SKU094,16,70174.4,4385.9,0
2024-02-22,SKU017,19,122636.45,6454.55,0
2024-02-22,SKU018,17,40847.09,2402.77,0
2024-02-22,SKU019,8,45560.16,5695.02,0
2024-02-22,SKU029,8,68664.0,8583.0,0
2024-02-22,SKU051,42,124343.94,2960.57,0
2024-02-22,SKU058,14,43815.94,3129.71,0
2024-02-22,SKU062,35,294454.65,8412.99,0
2024-02-22,SKU063,22,57038.74,2592.67,0
2024-02-22,SKU070,28,229404.0,8193.0,0
2024-02-22,SKU077,12,57507.36,4792.28,0
2024-02-22,SKU078,17,86668.55,5098.15,0
2024-02-22,SKU083,28,67001.48,2392.91,0
2024-02-22,SKU092,9,61755.12,6861.68,0
2024-02-22,SKU094,16,66980.16,4186.26,0
2024-02-23,SKU017,20,132592.2,6629.61,0
2024-02-23,SKU018,18,43793.82,2432.99,0
2024-02-23,SKU019,11,61418.83,5583.53,0
2024-02-23,SKU029,9,74788.2,8309.8,0
2024-02-23,SKU051,35,107275.7,3065.02,0
2024-02-23,SKU058,11,34189.65,3108.15,0
2024-02-23,SKU062,28,231559.72,8269.99,0
2024-02-23,SKU063,27,69368.4,2569.2,0
2024-02-23,SKU070,18,150344.82,8352.49,0
2024-02-23,SKU077,16,77830.56,4864.41,0
2024-02-23,SKU078,25,123891.25,4955.65,0
2024-02-23,SKU083,39,96344.43,2470.37,0
2024-02-23,SKU092,9,59236.74,6581.86,0
2024-02-23,SKU094,14,59918.74,4279.91,0
2024-02-24,SKU008,54,437163.48,8095.62,0
2024-02-24,SKU017,28,181480.6,6481.45,0
2024-02-24,SKU018,23,53808.73,2339.51,0
2024-02-24,SKU019,11,61817.36,5619.76,0
2024-02-24,SKU029,12,99998.76,8333.23,0
2024-02-24,SKU051,42,127358.28,3032.34,0
2024-02-24,SKU058,15,46258.5,3083.9,0
2024-02-24,SKU062,38,314958.44,8288.38,0
2024-02-24,SKU063,29,76126.16,2625.04,0
2024-02-24,SKU070,26,221241.28,8509.28,0
2024-02-24,SKU077,23,111250.54,4836.98,0
2024-02-24,SKU078,25,123817.5,4952.7,0
2024-02-24,SKU083,44,107616.96,2445.84,0
2024-02-24,SKU092,10,67964.4,6796.44,0
2024-02-24,SKU094,15,64665.0,4311.0,0
2024-02-25,SKU008,50,420266.5,8405.33,0
2024-02-25,SKU017,21,134560.86,6407.66,0
2024-02-25,SKU018,17,39841.37,2343.61,0
2024-02-25,SKU019,11,63116.13,5737.83,0
2024-02-25,SKU029,10,84075.1,8407.51,0
2024-02-25,SKU051,51,155487.78,3048.78,0
2024-02-25,SKU058,19,58353.56,3071.24,0
2024-02-25,SKU062,43,365611.8,8502.6,0
2024-02-25,SKU063,29,76649.9,2643.1,0
2024-02-25,SKU070,34,280279.0,8243.5,0
2024-02-25,SKU077,15,72135.75,4809.05,0
2024-02-25,SKU078,25,125492.25,5019.69,0
2024-02-25,SKU083,55,132729.3,2413.26,0
2024-02-25,SKU092,9,60530.04,6725.56,0
2024-02-25,SKU094,21,91780.08,4370.48,0
2024-02-26,SKU008,29,243220.97,8386.93,0
2024-02-26,SKU017,20,131181.2,6559.06,0
2024-02-26,SKU018,18,43899.3,2438.85,0
2024-02-26,SKU019,8,45418.88,5677.36,0
2024-02-26,SKU029,11,94705.27,8609.57,0
2024-02-26,SKU051,37,110831.65,2995.45,0
2024-02-26,SKU058,19,57758.1,3039.9,0
2024-02-26,SKU062,24,201012.96,8375.54,0
2024-02-26,SKU063,21,53624.76,2553.56,0
2024-02-26,SKU070,20,170854.0,8542.7,0
2024-02-26,SKU077,15,72311.1,4820.74,0
2024-02-26,SKU078,19,92879.79,4888.41,0
2024-02-26,SKU083,33,81354.9,2465.3,0
2024-02-26,SKU092,9,60557.22,6728.58,0
2024-02-26,SKU094,14,60092.76,4292.34,0
2024-02-27,SKU008,45,377158.95,8381.31,0
2024-02-27,SKU017,20,127846.8,6392.34,0
2024-02-27,SKU018,14,33275.2,2376.8,0
2024-02-27,SKU019,10,56741.9,5674.19,0
2024-02-27,SKU029,7,58564.31,8366.33,0
2024-02-27,SKU051,47,140472.19,2988.77,0
2024-02-27,SKU058,11,33509.3,3046.3,0
2024-02-27,SKU062,42,354871.86,8449.33,0
2024-02-27,SKU063,26,66620.84,2562.34,0
2024-02-27,SKU070,17,142173.04,8363.12,0
2024-02-27,SKU077,11,53092.49,4826.59,0
2024-02-27,SKU078,22,109491.8,4976.9,0
2024-02-27,SKU080,8,6840.16,855.02,0
2024-02-27,SKU083,33,79912.47,2421.59,0
2024-02-27,SKU092,9,60049.17,6672.13,0
2024-02-27,SKU094,15,64537.65,4302.51,0
2024-02-28,SKU006,17,48784.39,2869.67,0
2024-02-28,SKU008,36,292043.88,8112.33,0
2024-02-28,SKU017,19,123375.93,6493.47,0
2024-02-28,SKU018,19,46525.3,2448.7,0
2024-02-28,SKU019,7,40074.72,5724.96,0
2024-02-28,SKU029,8,67455.44,8431.93,0
2024-02-28,SKU051,43,130945.32,3045.24,0
2024-02-28,SKU058,16,49433.12,3089.57,0
2024-02-28,SKU062,32,272347.52,8510.86,0
2024-02-28,SKU063,23,61347.44,2667.28,0
2024-02-28,SKU070,20,164542.0,8227.1,0
2024-02-28,SKU077,17,83683.69,4922.57,0
2024-02-28,SKU078,22,107822.22,4901.01,0
2024-02-28,SKU080,10,8630.5,863.05,0
2024-02-28,SKU083,39,92348.49,2367.91,0
2024-02-28,SKU092,9,61635.51,6848.39,0
2024-02-28,SKU094,13,55352.18,4257.86,0
2024-02-29,SKU006,16,44768.8,2798.05,0
2024-02-29,SKU008,38,321549.92,8461.84,0
2024-02-29,SKU017,18,117595.26,6533.07,0
2024-02-29,SKU018,17,41048.88,2414.64,0
2024-02-29,SKU019,9,50345.64,5593.96,0
2024-02-29,SKU029,8,67989.68,8498.71,0
2024-02-29,SKU051,41,122399.76,2985.36,0
2024-02-29,SKU058,17,52640.84,3096.52,0
2024-02-29,SKU062,30,253680.0,8456.0,0
2024-02-29,SKU063,30,77854.8,2595.16,0
2024-02-29,SKU070,17,140813.55,8283.15,0
2024-02-29,SKU077,15,72784.2,4852.28,0
2024-02-29,SKU078,21,105798.63,5038.03,0
2024-02-29,SKU080,10,8488.4,848.84,0
2024-02-29,SKU083,34,81386.82,2393.73,0
2024-02-29,SKU092,9,60607.26,6734.14,0
2024-02-29,SKU094,13,55071.12,4236.24,0
2024-03-01,SKU006,13,36190.44,2783.88,0
2024-03-01,SKU008,24,195926.64,8163.61,0
2024-03-01,SKU017,18,116111.88,6450.66,0
2024-03-01,SKU018,15,36251.25,2416.75,0
2024-03-01,SKU019,8,46188.48,5773.56,0
2024-03-01,SKU029,8,68960.4,8620.05,0
2024-03-01,SKU051,31,94789.63,3057.73,0
2024-03-01,SKU058,16,48882.4,3055.15,0
2024-03-01,SKU062,28,231673.96,8274.07,0
2024-03-01,SKU063,24,61253.28,2552.22,0
2024-03-01,SKU070,17,138676.31,8157.43,0
2024-03-01,SKU077,13,63733.67,4902.59,0
2024-03-01,SKU078,15,76339.05,5089.27,0
2024-03-01,SKU080,8,6906.64,863.33,0
2024-03-01,SKU083,37,87979.34,2377.82,0
2024-03-01,SKU092,9,60547.05,6727.45,0
2024-03-01,SKU094,12,51050.88,4254.24,0
2024-03-02,SKU006,13,36273.25,2790.25,0
2024-03-02,SKU008,46,374918.4,8150.4,0
2024-03-02,SKU017,13,81936.53,6302.81,0
2024-03-02,SKU018,20,47553.0,2377.65,0
2024-03-02,SKU019,11,61656.21,5605.11,0
2024-03-02,SKU029,9,75740.58,8415.62,0
2024-03-02,SKU051,41,123048.79,3001.19,0
2024-03-02,SKU058,13,39863.98,3066.46,0
2024-03-02,SKU062,30,254456.7,8481.89,0
2024-03-02,SKU063,24,62260.8,2594.2,0
